product_category,product_name,product_short_desc,product_ad_desc,product_price,product_color,product_age,product_avg_rev
Lobby,BRATHULT,fugit ut sint,Modi et placeat qui laborum adipisci corrupti aut repellendus.,402,Bomstad black,16,2
Lobby,DELAKTIG,ut qui culpa,Ut qui ut et in possimus non culpa rerum in.,366,black,12,5
Bed room,BALKARP,neque vero quasi,Similique consectetur in tenetur ut minima dolore quas fugiat aspernatur.,598,Skiftebo blue,9,2
Rest room,DELAKTIG,earum fugiat aut,Distinctio vel error qui dignissimos.,27,Skiftebo dark gray,23,1
Kitchen,EKEBOL,et natus id,Quis reiciendis nobis perspiciatis minus ut iure consectetur velit.,348,Hyllie dark gray,11,5
Lobby,EKEBOL,deserunt eos deserunt,Est possimus nam a.,128,red,1,3
Rest room,FRIHETEN,at quos aliquam,Qui nemo dolorem sint ab sed.,296,red,5,3
Lobby,BALKARP,eaque sint earum,Aut consequatur est.,494,gray,8,2
Lobby,EKEBOL,accusantium nemo doloribus,Rerum voluptatem velit dolores qui ut fuga quod.,359,original red,16,5
Lobby,DELAKTIG,itaque debitis et,Repellendus dolor molestiae dolores in deserunt.,236,white,10,5
Lobby,EKEBOL,error illo recusandae,Magnam labore odio enim autem voluptatem.,613,Bomstad black,22,1
Rest room,BRATHULT,et distinctio veniam,Eius eaque libero sit.,406,original red,14,3
Living room,FRIHETEN,provident ipsum magni,Eius animi est iste.,96,red,3,3
Lobby,EKEBOL,et quia maiores,Est fugit explicabo et vel ipsam.,140,original red,15,1
Rest room,FRIHETEN,nemo fugit libero,Sed optio totam vel delectus et natus ut.,612,Skiftebo dark gray,11,3
Kitchen,BRATHULT,excepturi rerum quia,Sint quo ut dolorem officiis.,373,black,28,1
Rest room,EKEBOL,illum debitis quibusdam,Deserunt quam est nobis accusamus distinctio.,239,navy,1,5
Kitchen,BRATHULT,quas maxime tempore,Rerum fugiat rerum consequatur et perferendis.,61,original red,12,4
Bed room,FRIHETEN,sunt ex aut,Veniam delectus voluptatem facilis.,465,Skiftebo blue,12,2
Living room,DELAKTIG,omnis officiis sequi,Vero veniam aut numquam porro nobis facilis at.,162,blue,12,5
Bed room,FRIHETEN,error aut dolore,Sed ex quia odit sit ut.,227,navy,6,5
Rest room,BALKARP,sit enim sint,Et atque veritatis laudantium enim aut temporibus nemo.,159,Skiftebo dark gray,6,1
Kitchen,DELAKTIG,ut eum dignissimos,Pariatur enim error eum consequuntur accusamus.,615,original red,10,2
Rest room,EKEBOL,ipsum doloribus dolorem,Non iusto ut quia nesciunt quidem ipsa ea.,621,Bomstad black,19,5
Living room,DELAKTIG,ipsum et cumque,Eum et deleniti placeat labore rerum impedit voluptas.,107,red,29,5
Lobby,DELAKTIG,fugit accusantium mollitia,Est iste numquam labore sit et.,168,pink,6,1
Lobby,DELAKTIG,et id ut,Exercitationem ducimus voluptates facere dolorem.,522,Hyllie beige,13,3
Kitchen,FRIHETEN,quam dicta maxime,Sint et officiis sint optio magnam maiores.,212,Hyllie beige,13,5
Living room,BALKARP,debitis ut natus,Id voluptas sequi.,561,Hyllie dark gray,24,1
Kitchen,DELAKTIG,minus minus et,Voluptas inventore ad ad voluptate reprehenderit iure.,14,pink,23,1
Rest room,BRATHULT,sequi rerum sit,Itaque eum nemo consequuntur debitis modi magni voluptas.,665,Skiftebo blue,30,5
Bed room,EKEBOL,eum laudantium enim,Aut placeat id eum et itaque explicabo nostrum rerum.,184,Skiftebo dark gray,10,2
Kitchen,BRATHULT,voluptas fugiat eligendi,Porro suscipit debitis.,184,blue,22,1
Bed room,EKEBOL,quia et omnis,Natus adipisci blanditiis consequatur aut.,376,navy,12,2
Bed room,FRIHETEN,qui mollitia neque,Beatae voluptate voluptatem et laboriosam ad.,360,navy,8,5
Rest room,FRIHETEN,odit assumenda vel,Placeat eligendi ratione quaerat distinctio officia asperiores ad ut.,376,blue,7,1
Living room,BALKARP,ea qui perferendis,Rem sequi labore hic quasi accusamus velit qui.,433,Hyllie beige,10,1
Lobby,DELAKTIG,et corporis odio,Doloremque accusantium voluptates beatae atque velit repellat.,471,Skiftebo dark gray,27,4
Kitchen,BRATHULT,debitis nesciunt velit,Doloribus atque velit ea placeat voluptatem eveniet id sit.,618,navy,25,1
Lobby,FRIHETEN,expedita voluptas modi,Rerum fugiat assumenda.,87,Hyllie beige,13,4
Lobby,DELAKTIG,aut harum qui,Aperiam vel consequatur et omnis quia placeat quo.,546,navy,11,3
Lobby,DELAKTIG,sed ullam deserunt,Et fuga repudiandae aut voluptatem.,467,pink,16,4
Rest room,EKEBOL,amet sint consequatur,Nisi recusandae culpa.,573,gray,14,1
Kitchen,DELAKTIG,nisi unde molestias,Voluptatum eius blanditiis qui similique doloribus consequuntur.,275,gray,10,2
Rest room,FRIHETEN,repellat qui nisi,Sapiente rerum vel cum.,172,white,4,2
Kitchen,BALKARP,modi reiciendis ea,Aliquid nemo aut odit dolorum voluptatem quibusdam veniam consequuntur quae.,641,red,29,4
Living room,BALKARP,doloribus ipsum ex,Iste cumque autem qui nam debitis maxime.,610,pink,10,1
Bed room,EKEBOL,exercitationem vel perferendis,Porro ea aut molestiae libero et pariatur eum.,420,original red,2,4
Lobby,BALKARP,tempora rerum maxime,Vitae enim est saepe deserunt perspiciatis debitis fugiat.,428,red,22,5
Lobby,DELAKTIG,maiores est sunt,Quae nihil enim libero nihil asperiores.,499,red,9,2
Rest room,EKEBOL,odio veritatis quaerat,Quibusdam non officiis assumenda.,407,white,14,4
Bed room,BALKARP,occaecati tenetur culpa,Labore sed fugit.,500,navy,16,3
Lobby,BRATHULT,esse maxime non,Quis voluptatem in consequatur asperiores repellendus.,356,red,16,2
Bed room,FRIHETEN,voluptatem at ratione,Velit laudantium possimus cum expedita qui quos voluptas est minima.,577,Hyllie beige,14,5
Kitchen,BALKARP,et nam est,Sit voluptas molestiae in.,618,Hyllie dark gray,15,2
Bed room,BRATHULT,et id esse,Placeat soluta et.,306,navy,13,2
Kitchen,EKEBOL,voluptatem possimus expedita,Est ab voluptates quaerat beatae sed veniam molestiae eaque architecto.,193,black,3,1
Lobby,EKEBOL,dolores aliquid explicabo,Officiis aut sit accusantium rerum est facere amet.,448,Skiftebo blue,9,1
Lobby,FRIHETEN,veniam dignissimos itaque,Est deleniti officiis numquam est.,360,pink,22,2
Kitchen,DELAKTIG,in molestias blanditiis,Aut ex harum.,55,gray,28,1
Lobby,BALKARP,sequi accusamus nisi,Maiores voluptas dolore doloremque possimus et corporis dignissimos dignissimos.,19,pink,30,4
Bed room,FRIHETEN,in tempora ducimus,Ullam in ipsa error enim nobis ex.,244,gray,17,3
Rest room,EKEBOL,eius cupiditate recusandae,Rerum odio ut tempore aspernatur.,181,Hyllie beige,26,4
Bed room,FRIHETEN,dolor ut ipsum,Quia ad in facilis est et accusamus pariatur consectetur.,574,Skiftebo dark gray,7,4
Living room,EKEBOL,corrupti aliquid atque,Porro et quos quaerat pariatur quae.,269,white,22,3
Lobby,FRIHETEN,quis ut enim,Voluptatem dicta amet et beatae quod corrupti.,532,original red,10,4
Rest room,BRATHULT,non corrupti fuga,Omnis assumenda dicta.,51,Hyllie dark gray,28,5
Kitchen,BRATHULT,porro quis et,Quod vel fuga soluta ut.,541,pink,29,4
Kitchen,BRATHULT,recusandae corrupti assumenda,Veritatis at accusantium aspernatur.,40,Hyllie dark gray,18,5
Living room,BRATHULT,eligendi repudiandae sint,Doloribus officiis distinctio id hic.,437,pink,29,4
Kitchen,BALKARP,ipsam nobis aut,Voluptates et saepe explicabo laudantium quo iste non beatae.,309,black,30,3
Rest room,BALKARP,repellendus beatae excepturi,Placeat quo occaecati eligendi veniam sunt perferendis.,213,pink,6,1
Living room,BRATHULT,nesciunt aut quod,Et ducimus ipsum soluta.,252,white,4,2
Living room,BALKARP,distinctio cupiditate dolor,Dolorem rerum tenetur exercitationem.,546,Hyllie beige,27,1
Rest room,EKEBOL,est explicabo quas,Assumenda sint ea nesciunt exercitationem quis consequatur eum nisi a.,59,Skiftebo blue,29,4
Bed room,DELAKTIG,alias debitis quae,Nisi voluptas excepturi qui accusantium provident odit consequatur repudiandae.,129,pink,3,4
Rest room,EKEBOL,excepturi laudantium illo,Consequatur dolores eligendi doloribus consectetur est voluptate omnis reiciendis aliquam.,16,Hyllie dark gray,29,5
Rest room,BRATHULT,consequatur sunt veritatis,Iste est voluptatem tempora repudiandae quae dignissimos.,470,pink,5,1
Lobby,FRIHETEN,impedit sed sunt,Aliquid saepe soluta.,488,Skiftebo dark gray,17,2
Rest room,EKEBOL,sit et vitae,Perferendis consequatur ullam dignissimos et vel.,225,original red,26,5
Kitchen,FRIHETEN,occaecati unde quis,Dolores dolores cupiditate.,432,white,9,4
Rest room,FRIHETEN,iste voluptatibus consequuntur,Et voluptates pariatur totam ducimus adipisci velit expedita.,486,gray,1,4
Kitchen,FRIHETEN,aliquam ab ratione,Quia aut rem labore quia cumque.,295,black,4,4
Bed room,BALKARP,eaque earum sed,Sit harum sint facere voluptates architecto adipisci.,630,Bomstad black,15,3
Rest room,BALKARP,repudiandae veritatis sit,Blanditiis voluptas repellendus consequatur ratione.,191,gray,6,3
Kitchen,BALKARP,excepturi dicta sint,Ea et est in.,226,blue,22,2
Lobby,EKEBOL,ut omnis officia,Nesciunt qui molestias.,73,Bomstad black,26,1
Living room,BRATHULT,voluptatum quo quod,Consectetur voluptatem maxime ut exercitationem voluptatem minus iusto.,427,Bomstad black,27,2
Lobby,BRATHULT,rem aut id,Rerum et est magni quisquam.,319,original red,6,5
Rest room,EKEBOL,architecto qui magnam,Debitis voluptas quis nihil et debitis dolor.,65,Bomstad black,25,4
Living room,DELAKTIG,culpa minus tempore,Qui facilis natus quia.,364,blue,13,2
Rest room,BALKARP,officia laborum illo,Quae et rerum quidem magnam sit ipsa odio suscipit hic.,20,navy,3,2
Kitchen,DELAKTIG,atque sint sit,Accusantium natus ipsam sed ratione vitae deleniti.,531,pink,8,2
Kitchen,BRATHULT,saepe doloribus voluptatem,Et ut quos rerum deserunt autem officia libero.,437,Hyllie beige,2,1
Rest room,BRATHULT,numquam porro est,Asperiores cumque sunt quo asperiores voluptas repellendus ad repudiandae voluptatem.,181,red,22,1
Rest room,BALKARP,consequuntur et iure,Animi reprehenderit inventore et commodi ut unde tempora.,395,Bomstad black,22,2
Lobby,FRIHETEN,qui sint ex,At ut et corporis quis id excepturi nemo voluptatem.,106,white,25,1
Kitchen,BRATHULT,non maxime nihil,Eligendi deleniti alias in deleniti qui deleniti rem.,492,Hyllie beige,27,5
Rest room,BRATHULT,tenetur et doloremque,Fugit voluptas ut libero quia quis asperiores.,634,Bomstad black,11,1
Rest room,BALKARP,voluptas veniam non,Et quo atque adipisci et quisquam rem quod dolor.,398,Skiftebo blue,13,3
Living room,DELAKTIG,aspernatur ab recusandae,Exercitationem sed praesentium et libero.,172,Skiftebo blue,24,1
Living room,FRIHETEN,quo occaecati vel,Dolor accusamus non consectetur incidunt cum ex ducimus voluptatem tempora.,461,white,3,1
Kitchen,FRIHETEN,beatae architecto quis,Perspiciatis quia omnis aliquam ducimus corrupti eos architecto.,234,Skiftebo dark gray,28,2
Bed room,EKEBOL,labore velit sapiente,Qui illo aut recusandae esse ut est ut maiores.,615,Bomstad black,18,5
Rest room,DELAKTIG,est aut sed,Harum aut aspernatur repellendus eligendi eos blanditiis.,306,pink,2,2
Rest room,BRATHULT,aperiam et facilis,Vitae suscipit modi et quam accusantium hic sit natus.,182,gray,4,5
Kitchen,BALKARP,enim qui natus,Aperiam architecto tenetur eos occaecati illo optio ea.,64,white,8,5
Lobby,DELAKTIG,quidem minima aut,Quos expedita velit et molestiae.,117,white,12,3
Lobby,DELAKTIG,quia minus aut,Nulla voluptatibus facilis vel est quia non veniam qui aliquam.,259,blue,17,1
Bed room,EKEBOL,at et iusto,Eos est eligendi odio magnam debitis et error natus est.,157,Bomstad black,24,5
Kitchen,DELAKTIG,cum delectus et,Aliquid tempora eos sint doloremque totam odio enim.,157,white,11,4
Lobby,BALKARP,voluptas ipsum error,Voluptates ut quia sint molestias error nobis.,105,black,4,3
Kitchen,DELAKTIG,pariatur sunt in,Sint eligendi alias illo velit dolorem.,449,Skiftebo dark gray,15,3
Kitchen,EKEBOL,adipisci enim quaerat,Et et porro suscipit consectetur quia sint vel.,648,Bomstad black,7,1
Lobby,FRIHETEN,dolorem ut aliquam,Possimus alias dolorum est nesciunt explicabo.,313,Skiftebo blue,13,4
Lobby,EKEBOL,qui totam quasi,Error sit delectus ut.,22,pink,5,4
Bed room,DELAKTIG,in maxime molestiae,Vitae ut error aut labore similique eos in sint.,413,white,2,2
Living room,DELAKTIG,sint iste animi,Quae qui tenetur consequatur numquam ad.,576,white,23,5
Bed room,BALKARP,similique fugiat earum,Qui est perferendis sint qui illum est repudiandae autem.,359,blue,10,5
Lobby,EKEBOL,ab nemo distinctio,Doloremque pariatur et.,57,gray,29,4
Bed room,DELAKTIG,libero at provident,Voluptas dolorem aut corrupti assumenda perferendis velit.,45,navy,17,1
Kitchen,BRATHULT,voluptatum et magnam,Aut accusantium deleniti perspiciatis aspernatur omnis deleniti labore.,506,black,17,5
Living room,EKEBOL,reprehenderit minus et,Voluptatibus possimus praesentium labore et repellendus placeat corrupti.,636,Bomstad black,1,2
Kitchen,FRIHETEN,consequatur qui quaerat,A qui enim.,172,Hyllie beige,27,3
Rest room,EKEBOL,est aspernatur illum,Magni officia ut officiis qui autem eum.,270,Hyllie beige,24,3
Rest room,BRATHULT,quis placeat et,Esse et maxime quo et eum.,220,white,27,2
Lobby,BALKARP,earum voluptates optio,Distinctio enim eveniet numquam perferendis.,277,original red,26,5
Rest room,EKEBOL,omnis repellendus sed,Voluptas molestias dolores voluptatem voluptatem magnam.,526,red,23,2
Living room,EKEBOL,nisi similique autem,Harum itaque at sunt id placeat deserunt.,282,Skiftebo blue,29,4
Kitchen,EKEBOL,libero voluptatum dolore,Impedit minus iste.,103,blue,29,1
Kitchen,DELAKTIG,ab rerum vel,Consequatur et tempore.,60,original red,3,1
Rest room,EKEBOL,est debitis ipsam,Qui quas voluptates quas recusandae non voluptatibus deserunt.,420,white,25,5
Kitchen,EKEBOL,quam fugit iusto,Aliquam aut est odit accusamus.,516,navy,8,1
Rest room,BALKARP,et quia et,Quis inventore odit.,118,white,20,1
Lobby,FRIHETEN,rem dolorum quia,Est quia dolorem dolorem beatae ratione.,570,gray,23,3
Living room,BRATHULT,aut ipsam ut,Non perferendis ea tempore molestias dolorem necessitatibus sed dolores corporis.,534,Hyllie beige,21,5
Bed room,FRIHETEN,debitis autem perferendis,Nisi earum est molestiae expedita voluptatem mollitia mollitia.,651,gray,4,3
Bed room,BALKARP,incidunt quidem est,Asperiores in blanditiis quas commodi consequuntur quos distinctio perferendis.,42,Hyllie dark gray,5,4
Bed room,BRATHULT,beatae et optio,Aut soluta quia molestias ratione.,192,red,22,5
Kitchen,BALKARP,omnis delectus eos,Velit cupiditate et.,563,pink,9,2
Rest room,BRATHULT,quia quia nostrum,Et unde a.,521,Hyllie beige,15,5
Rest room,BRATHULT,voluptas fuga sint,Voluptatibus repellendus vitae corrupti mollitia aut atque ducimus odio odio.,238,white,28,5
Living room,DELAKTIG,quibusdam nemo quisquam,Quisquam expedita iure doloremque cumque.,73,Hyllie dark gray,4,5
Living room,BALKARP,similique iste ipsa,Dolorem dolor voluptatibus explicabo eaque.,360,pink,1,1
Living room,FRIHETEN,dolorem quo ducimus,Incidunt ex non dolores.,202,white,2,2
Rest room,FRIHETEN,aut nisi nihil,Beatae sunt officia cum dolor occaecati sint quibusdam a beatae.,250,blue,6,4
Lobby,FRIHETEN,accusantium molestiae magni,Modi quo itaque quos ut.,334,Hyllie beige,19,1
Lobby,DELAKTIG,ea quae dolores,Dolores voluptatum quia.,610,gray,6,4
Living room,DELAKTIG,consequatur soluta quaerat,Magni itaque qui quia praesentium.,569,Bomstad black,15,1
Bed room,BALKARP,dignissimos amet sit,Voluptatem eligendi aut accusamus optio veniam et earum voluptatem hic.,572,black,1,2
Bed room,BALKARP,itaque totam libero,Aut qui quos nihil voluptate quae consequuntur iusto ratione.,255,white,8,4
Lobby,BALKARP,id laboriosam aut,Quas temporibus sit tenetur eligendi molestias omnis sapiente.,591,pink,14,5
Rest room,EKEBOL,quas neque incidunt,Sequi maxime nihil quas vel porro.,505,Hyllie beige,5,3
Kitchen,DELAKTIG,dolores non quo,Velit quisquam numquam distinctio voluptas minima sequi occaecati aut.,666,navy,5,5
Kitchen,BRATHULT,voluptas quae quidem,Dignissimos aperiam molestias nobis laborum vero nesciunt facere consequatur.,112,navy,13,5
Living room,FRIHETEN,aliquid consequatur mollitia,Beatae consequatur voluptatum veritatis possimus.,615,original red,10,1
Lobby,BALKARP,quia amet et,Velit quasi modi facere tempore.,448,Skiftebo blue,24,3
Rest room,FRIHETEN,distinctio eos et,Dolorem exercitationem impedit laudantium voluptatibus ut nam.,558,black,24,3
Living room,EKEBOL,beatae quis nihil,Fugiat quod voluptatem ab debitis in cupiditate ipsa.,651,Skiftebo dark gray,4,5
Lobby,BRATHULT,ut autem error,Sit enim facere nulla et et in consectetur est accusamus.,326,pink,4,1
Bed room,FRIHETEN,dolor et voluptas,Voluptatem molestias autem debitis beatae neque voluptas veniam iste.,253,white,7,1
Living room,BRATHULT,quis id repudiandae,Nemo nulla non qui rerum inventore cupiditate sed nulla.,310,pink,24,2
Rest room,FRIHETEN,autem veniam cumque,Est vel ratione laborum et.,104,red,22,5
Living room,DELAKTIG,porro perspiciatis molestias,Earum fuga repellendus et vel suscipit ab explicabo velit est.,316,Skiftebo dark gray,28,2
Living room,EKEBOL,ab eius in,Quis tempore aliquid.,77,Skiftebo dark gray,30,3
Kitchen,BRATHULT,saepe qui exercitationem,Alias possimus accusantium sint ipsam quaerat.,290,Hyllie beige,26,5
Rest room,EKEBOL,est eum occaecati,Et pariatur at vel nesciunt perferendis omnis modi.,388,Hyllie beige,18,4
Kitchen,BRATHULT,ut odit qui,Voluptas aut aut autem culpa quo.,204,original red,25,5
Bed room,EKEBOL,sunt molestiae odit,Eum et pariatur commodi aut dignissimos ea asperiores aliquam iure.,44,Skiftebo blue,26,2
Rest room,FRIHETEN,tempore dicta reprehenderit,Quas labore veniam dolorum qui saepe aut sed consectetur et.,95,pink,16,5
Kitchen,BRATHULT,omnis sed exercitationem,Natus placeat voluptatem porro animi et voluptatem.,340,gray,6,1
Living room,BRATHULT,nemo expedita eos,Fugit consequatur velit ducimus ut ipsum.,344,blue,28,4
Rest room,FRIHETEN,quo repellat aut,A quas error.,561,black,5,5
Rest room,BALKARP,ut earum aut,Non vero eos numquam in modi natus minus.,485,gray,16,5
Living room,BRATHULT,omnis dignissimos rerum,Nihil optio eum.,602,blue,25,5
Kitchen,EKEBOL,et veritatis provident,Minus eligendi qui fuga.,215,white,3,2
Rest room,BALKARP,ut repellendus illum,Error consequatur facilis velit repudiandae.,367,white,3,3
Living room,EKEBOL,tempora aut amet,Ut et deleniti minima similique quod corporis omnis sunt repudiandae.,246,Skiftebo blue,2,5
Lobby,DELAKTIG,tempora perferendis quia,Aut autem iure.,273,Hyllie beige,30,4
Kitchen,DELAKTIG,itaque quaerat ullam,Veniam nostrum sit accusamus.,24,red,2,3
Living room,EKEBOL,asperiores perspiciatis ipsa,Impedit dolorum asperiores quia hic qui.,128,Bomstad black,24,3
Rest room,BRATHULT,molestiae odio eveniet,Alias voluptatem veniam et est.,663,navy,1,4
Living room,BALKARP,corrupti doloribus qui,Reiciendis quibusdam eos maxime provident voluptatem provident tempora magni.,301,Hyllie beige,1,3
Living room,BALKARP,eligendi libero dolor,Et quasi ut laborum quia sequi quos est ratione facere.,358,gray,26,5
Kitchen,BALKARP,ut accusamus voluptates,Ut doloremque voluptate rem dolores vero deleniti dolorem ut.,587,white,3,5
Rest room,DELAKTIG,optio eos alias,Sint praesentium temporibus sunt quibusdam ex dolor quisquam illo adipisci.,379,blue,15,2
Bed room,BRATHULT,deleniti maiores aliquam,Voluptas optio sunt velit quas.,195,Bomstad black,29,2
Living room,BRATHULT,fugiat molestias dolorum,Accusantium libero autem.,276,blue,8,5
